id	pfam_id	uniprot_id	pfam_embedding	uniprot_embedding	refSeqAccession	entry	entry_name	protein_names	gene_names	organism	pfam_description	uniprot_function
None	PF17648	A0AAC8N7W0	None	None	WP_000010325.1	None	None	A0AAC8N7W0_BACAN	None	None	This family includes fungal luciferase which is part of the gene cluster that mediates the fungal bioluminescence cycle [[cite:PUB00101065]]. It may use the fungal luciferin 3-hydroxyhispidin as a substrate to produce an endoperoxide as a high-energy intermediate with decomposition that yields oxyluciferin (also known as caffeoylpyruvate) and light emission. The fungal bioluminescence cycle begins with the hispidin synthetase that catalyses the formation of hispidin which is further hydroxylated by the hispidin-3-hydroxylase,  yielding the fungal luciferin 3-hydroxyhispidin. The luciferase then produces an endoperoxide as a high-energy intermediate with decomposition  that yields oxyluciferin and light emission. Oxyluciferin can be recycled to caffeic acid by caffeoylpyruvate hydrolase [[cite:PUB00101065]]. This entry also includes uncharacterised bacterial sequences.	None
None	PF17648	A0A6H9HXB5	None	None	WP_000010325.1	None	None	A0A6H9HXB5_9BACI	None	None	This family includes fungal luciferase which is part of the gene cluster that mediates the fungal bioluminescence cycle [[cite:PUB00101065]]. It may use the fungal luciferin 3-hydroxyhispidin as a substrate to produce an endoperoxide as a high-energy intermediate with decomposition that yields oxyluciferin (also known as caffeoylpyruvate) and light emission. The fungal bioluminescence cycle begins with the hispidin synthetase that catalyses the formation of hispidin which is further hydroxylated by the hispidin-3-hydroxylase,  yielding the fungal luciferin 3-hydroxyhispidin. The luciferase then produces an endoperoxide as a high-energy intermediate with decomposition  that yields oxyluciferin and light emission. Oxyluciferin can be recycled to caffeic acid by caffeoylpyruvate hydrolase [[cite:PUB00101065]]. This entry also includes uncharacterised bacterial sequences.	None
None	PF03706	A0A6H3AAQ8	None	None	WP_000010874.1	None	None	A0A6H3AAQ8_BACAN	None	None	LPG_synthase_TM is the N-terminal region of this family of bacterial phosphatidylglycerol lysyltransferases. The function of the family is to add lysyl groups to membrane lipids, and this region is the transmembrane domain of 7xTMs. In order to counteract attack by membrane-damaging external cationic antimicrobial molecules - from host immune systems, bacteriocins, defensins, etc - bacteria modify their anionic membrane phosphatidylglycerol with positively-charged L-lysine; this results in repulsion of the foreign cationic peptides [[cite:PUB00009951],[cite:PUB00109237],[cite:PUB00056129]].	Catalyzes the transfer of a lysyl group from L-lysyl-CC       tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which producesCC       lysylphosphatidylglycerol (LPG), a major component of the bacterialCC       membrane with a positive net charge. LPG synthesis contributes toCC       bacterial virulence as it is involved in the resistance mechanismCC       against cationic antimicrobial peptides (CAMP) produces by the host'sCC       immune system (defensins, cathelicidins) and by the competingCC       microorganisms. {ECO:0000256|RuleBase:RU363042}.
None	PF03706	A0A6L8NVT7	None	None	WP_000010874.1	None	None	A0A6L8NVT7_BACAN	None	None	LPG_synthase_TM is the N-terminal region of this family of bacterial phosphatidylglycerol lysyltransferases. The function of the family is to add lysyl groups to membrane lipids, and this region is the transmembrane domain of 7xTMs. In order to counteract attack by membrane-damaging external cationic antimicrobial molecules - from host immune systems, bacteriocins, defensins, etc - bacteria modify their anionic membrane phosphatidylglycerol with positively-charged L-lysine; this results in repulsion of the foreign cationic peptides [[cite:PUB00009951],[cite:PUB00109237],[cite:PUB00056129]].	Catalyzes the transfer of a lysyl group from L-lysyl-CC       tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which producesCC       lysylphosphatidylglycerol (LPG), a major component of the bacterialCC       membrane with a positive net charge. LPG synthesis contributes toCC       bacterial virulence as it is involved in the resistance mechanismCC       against cationic antimicrobial peptides (CAMP) produces by the host'sCC       immune system (defensins, cathelicidins) and by the competingCC       microorganisms. {ECO:0000256|RuleBase:RU363042}.
None	PF10750	A0A9W5QR56	None	None	WP_000010984.1	None	None	A0A9W5QR56_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5QDR2	None	None	WP_000010984.1	None	None	A0A9W5QDR2_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5NPL3	None	None	WP_000010984.1	None	None	A0A9W5NPL3_BACC8	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5KNG8	None	None	WP_000010984.1	None	None	A0A9W5KNG8_BACC6	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5PLS4	None	None	WP_000010984.1	None	None	A0A9W5PLS4_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5P1M4	None	None	WP_000010984.1	None	None	A0A9W5P1M4_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5R4I6	None	None	WP_000010984.1	None	None	A0A9W5R4I6_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W5PZU3	None	None	WP_000010984.1	None	None	A0A9W5PZU3_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W3P583	None	None	WP_000010984.1	None	None	A0A9W3P583_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W3JF10	None	None	WP_000010984.1	None	None	A0A9W3JF10_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9X0F4J3	None	None	WP_000010984.1	None	None	A0A9X0F4J3_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W4ZHN1	None	None	WP_000010984.1	None	None	A0A9W4ZHN1_9BACI	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9X6IT70	None	None	WP_000010984.1	None	None	A0A9X6IT70_BACUD	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9X6JRA6	None	None	WP_000010984.1	None	None	A0A9X6JRA6_BACUK	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0AAN4HP65	None	None	WP_000010984.1	None	None	A0AAN4HP65_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W3LBG8	None	None	WP_000010984.1	None	None	A0A9W3LBG8_9BACI	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A2B6C5W3	None	None	WP_000010984.1	None	None	A0A2B6C5W3_BACAN	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A063CNZ4	None	None	WP_000010984.1	None	None	A0A063CNZ4_BACCE	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A3D1QJ94	None	None	WP_000010984.1	None	None	A0A3D1QJ94_BACSP	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W3XAR2	None	None	WP_000010984.1	None	None	A0A9W3XAR2_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A0B5P1D4	None	None	WP_000010984.1	None	None	A0A0B5P1D4_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	W8Y8T9	None	None	WP_000010984.1	None	None	W8Y8T9_BACTU	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9W4ESV4	None	None	WP_000010984.1	None	None	A0A9W4ESV4_BACTO	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
None	PF10750	A0A9X8LYZ7	None	None	WP_000010984.1	None	None	A0A9X8LYZ7_9BACI	None	None	This family of proteins with unknown function appears to be restricted to Bacillus spp. Structural modelling suggests this domain may bind nucleic acids [[cite:PUB00070793]].	None
